Protein IDs,Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha _day_1_1, Alpha _day_1_2
Q0E9B2;A1Z904;A1Z906;A1Z907;A8DYB7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1Z909,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1Z945,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1Z9A2,#VALUE!,0.993130871,#VALUE!,0.584673933
A1Z9A8,-2.114597442,-1.612372769,-1.366764107,-2.286163441
A1Z9B5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1Z9E2;E1JH59;A1Z9E2-2,-1.062263911,#VALUE!,#VALUE!,#VALUE!
A1Z9J6,0.38901606,1.236829335,2.167807495,-0.919260484
A1Z9K0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1Z9K8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1Z9M4;Q7KHK4;A8DYD3;A1Z9M3;B7YZE6;A8DYD1;A8DYD2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JH70;A1Z9W7;Q7KMM8;A1Z9W5;A8DYE0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZA18,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZA22,-1.316061059,-0.497587921,#VALUE!,-2.241611535
A1ZA23,#VALUE!,-0.776651595,#VALUE!,#VALUE!
A1ZA83,#VALUE!,0.581206609,0.213876043,#VALUE!
A1ZA97,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZAA9,#VALUE!,#VALUE!,#VALUE!,-0.232701153
A1ZAB5,-3.04299178,-2.738986782,-2.379019541,-2.652175628
A1ZAF5;Q29QV5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q0E952;Q8SX22;A1ZAH3,-1.863913636,#VALUE!,#VALUE!,#VALUE!
A1ZAI3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7YZI1;A1ZAN2;A4UZL2;B7YZI5;A4UZL3;B7YZI4,#VALUE!,-0.591548989,-0.012228021,#VALUE!
A1ZAN7;A1ZAN6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZAP0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZAP1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZAS3;Q8MQK4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZAU6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZAW0,#VALUE!,-0.083660944,#VALUE!,#VALUE!
A1ZAX7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZAY4;E1JGK3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZAZ2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZB23,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZB24,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZB29,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZB73,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q0E930;A1ZB92;A1ZB93,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZBA5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZBD8,-0.752437003,-0.597889079,-0.791682521,#VALUE!
A1ZBE8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZBH2;A1ZBH3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZBH8;A1ZBH7,-0.846557815,#VALUE!,#VALUE!,#VALUE!
A1ZBL5;Q9V8V8;E1JGM9;Q6NPA6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZBL7;Q8MQR8,#VALUE!,-0.619181909,#VALUE!,#VALUE!
A1ZBM0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZBN7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZBS4;A1ZBS3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A1ZBT6;Q960E4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VEY2;A2RVG5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A2RVI0;B7YZE5,#VALUE!,0.971221642,#VALUE!,#VALUE!
A2VEI2-2;A2VEI2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P23625-2;A4UZE6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q8IPH9-2;Q8IPH9;A4V0D4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A4V0N7;C3KKC6;A8DZ00;Q8IP76;A8DYZ9;E1JHH0;Q8IP74,-1.43144249,-1.34530784,#VALUE!,#VALUE!
Q24509;A4V0S1,0.683292219,0.734048403,#VALUE!,0.647268453
A4V1K1;Q9VRX8,0.042364175,#VALUE!,#VALUE!,#VALUE!
Q9VSR3;A4V1P2;Q9VSR3-2,#VALUE!,-2.282789701,-1.203701281,#VALUE!
A4V1Q1;Q24207-2;Q24207;A4V1Q0;Q6NN06,#VALUE!,#VALUE!,-1.265413929,#VALUE!
Q2PDY1;Q08605-2;A4V1Y7;Q08605-3;Q08605-4;Q2PDY2;Q08605;A4V1Y6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P15364;A4V2I0;Q7KSX2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VH14;A4V2N5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O46036-2;A4V2S3;O46036,#VALUE!,#VALUE!,-2.27858359,-1.680798288
A4V364;Q7KSA0;A8JR54;Q8IN47;Q8IN48;Q9VDI8,-2.081064272,#VALUE!,#VALUE!,#VALUE!
Q02926-2;A4V3G9;Q02926;A4V3H1;Q59DT6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P07909-4;A4V3J6;P07909-2;P07909;A4V3J5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAF0;A4V3L8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9W429;A4V408,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A4V464,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q960Z0;A4V4A1,-1.487500026,#VALUE!,#VALUE!,#VALUE!
Q94981;A4V4Q7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9Y1I2;A4V4S5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCK5;B7Z0P4;B7Z0P6;A4VCL2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8DY43,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8DY82;E2QCN4;A8DY80;A8DY81,0.267835392,-2.742941092,#VALUE!,-2.26895582
A8DY94;A8DY93,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8DYC2;Q7K087;A8DYC3;A8DYC1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8DYI1;Q7K556;A8DYI2,-1.501442752,-1.257390097,-1.763023758,-1.53675422
A8DYJ7;B7YZM1;A8DYJ6;Q8MYS2,-1.289157207,-0.927276769,#VALUE!,-0.524271756
Q9W2K4;A8DYK5,#VALUE!,#VALUE!,-1.556732846,#VALUE!
Q8SX98;E1JGR9;Q0E8Y8;Q7KVL6;E1JGR7;A8DYL3,#VALUE!,#VALUE!,#VALUE!,-0.086492054
Q9VPI4;Q0E8V4;A8DYS5;Q9VPI3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q0E8U6;Q9VQ54;A8DYT1;Q0E8U7,-1.403923576,#VALUE!,-0.87448114,#VALUE!
A8DYV9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VMA9;A8DYW2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8DYW4;A8DYW3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8DZ07,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8DZ18;P16621,2.913301134,#VALUE!,#VALUE!,#VALUE!
C3KGL5;Q9VIN1;A8DZ20;A8DZ19,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8DZ25;A8DZ24;Q9V9N7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8E6W0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JNC7,#VALUE!,#VALUE!,#VALUE!,-0.724635304
Q8MSX1-2;Q8MSX1;Q8MSX1-3;A8JNJ9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VZD7;A8JNK4,#VALUE!,-1.362417574,#VALUE!,#VALUE!
P91620-1;P91620;A8JNL4;A8JNL6;A8JNL5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q6IDD9;A8JNN3;A8JNN2;A8JNN1;Q6IDD9-2,-1.488633171,#VALUE!,#VALUE!,#VALUE!
A8JNN5;Q9VSI2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JNP2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JNR2;Q8IQE6;A8JNR3,-0.175175133,-0.357603402,-0.336336588,1.041523362
Q5BIG2;A8JNR5,#VALUE!,#VALUE!,#VALUE!,-1.503609237
Q7KUN0;A8JNT1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JNT7,0.568032105,0.647728951,0.658828424,0.437334286
P00522;A8JNU2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JNV2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JNV8;P17971,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VNU6;A8JNW8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JNX0;Q9VNS2,-0.807704818,-1.132641188,#VALUE!,-0.848894542
E1JJ00;A8JPX0,#VALUE!,#VALUE!,-2.322793972,#VALUE!
Q8T0T6;A8JQU1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JQV2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JQV8;Q8MQQ3;Q8INQ0;A8JQV7;Q9VHK4;B7Z0U1;Q9VHK1;Q9VHK3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JQW1;Q6AWD5;Q9VHC4;Q8INN8,-0.411444857,0.728747725,1.148543695,0.400975044
Q9VH98;A8JQW2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VH84;A8JQW3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q3ZAP4;Q8MTZ6;A8JQX3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q4V5X1;A8JQY8;A8JQY7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JR03;A8JR02;A8JR00;A8JR01,-0.998702158,-0.830562391,#VALUE!,-1.640074077
B7Z0K2;A8JR10;Q6XK20;B7Z0K1;Q59DX2;Q59DW9;Q6XK19,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDH1;A8JR57,-1.021540755,#VALUE!,#VALUE!,#VALUE!
E1JIT7;A8JR82;E2QD55;A8JR81,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O77237;A8JR89,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JRA4;Q8IMU5;Q9VBZ5,-0.549936906,#VALUE!,#VALUE!,#VALUE!
A8JRA6;Q9VBY8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JRB1;Q107I8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JIX9;Q6NP71;Q9VBN0;A8JRD0;A8JRD1;Q9VBN1;A8JRD2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JRD6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBA3;A8JRD7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VB55;A8JRE3,#VALUE!,-1.548817907,-1.127494283,-2.780908942
Q8SY50;A8JUP7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JUU1;A8JUU3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9W4D2;A8JUY0;A8JUY2;Q9W4D2-2,-0.647716049,#VALUE!,#VALUE!,-1.306287805
A8JUZ6;Q9W426,#VALUE!,#VALUE!,#VALUE!,-1.480800317
A8JUZ8;E2QD99;A8JUZ9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JV04;Q7YU03,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8JV07,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VXE6;A8JV18,-2.161782369,#VALUE!,#VALUE!,#VALUE!
A8Y4U9;Q8MRW1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8Y4V5,-0.285213779,0.14574266,#VALUE!,0.370275897
A8Y541,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q7PLP4;A8Y582;Q7PLP5;A8Y583,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A8Y5A0;Q7PLC6;A8Y599;A8Y596;Q7PLC7;E8NHS9;A8Y5A1;Q7PLC5,-2.271252275,-2.169420147,-1.824647862,#VALUE!
O01367-2;O01367-3;E1JIT0;O01367;B3DNL7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B4ZJA7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q0KIA2;B5RIV2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B5X533;Q9VXM0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7YZF0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7YZI9;O16011-2;O16011-3;O16011;B7YZJ0;E1JH88;O16011-4,0.909581116,#VALUE!,0.829687222,#VALUE!
Q7K1Q6;B7YZK6;B7YZK4;B7YZK5,-1.243625685,-1.25508115,#VALUE!,#VALUE!
Q7JUV6;B7YZK8,-3.017884398,-2.449138727,-1.58078474,-2.722610301
B7YZM7;E1JGQ4;B7YZM4;B7YZM6;B7YZM5;Q7KVP5;B7YZM3;Q7KVP6;Q9W2I0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P49415-2;B7YZM9;P49415;E1JGQ9;B7YZN0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7YZN4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7YZN6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7YZP4;Q9W1L7,-0.538953467,-0.659654223,-0.371627663,#VALUE!
B7YZQ7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7YZT3;B7YZT2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q0E9F3;B7YZT7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7YZV0;Q9VKQ0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9Y0H4;B7YZY9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7YZZ0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P27864;B7YZZ9,-2.083936159,#VALUE!,-1.154570167,#VALUE!
Q9VPL9;B7Z002;Q9VPL6,-0.381517,-1.657945961,#VALUE!,-1.064012304
Q8MRM4;B7Z005;Q9VPU2;Q9VPU3;E1JHR1;B7Z004;E1JHR0,-0.510991495,#VALUE!,#VALUE!,-1.214876357
B7Z006;Q8IA42,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VQW1;B7Z015,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7Z026;B7Z025;Q9VMF3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VMD7;B7Z028,#VALUE!,#VALUE!,-0.853527244,#VALUE!
Q8IQM3;Q9VUR5;Q9VUR6;B7Z058,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VVI3-4;Q9VVI3-3;Q8IQR5;Q9VVI3-2;B7Z067;B7Z068;Q9VVI3,#VALUE!,#VALUE!,#VALUE!,-0.864438864
B7Z0B8;B7Z0B7;Q8T018,#VALUE!,#VALUE!,-0.356088412,#VALUE!
B7Z0B9;Q86NR7;Q9VRM2,#VALUE!,#VALUE!,0.028993412,0.272620455
B7Z0C9,0.571628274,0.328147114,0.138028045,0.543891766
Q9VS83;B7Z0D4;Q9VS82;B7Z0D3,#VALUE!,-1.235959641,#VALUE!,#VALUE!
Q9VSR1;B7Z0F3;E1JI83;B7Z0F2;E1JI82,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7Z0G0;Q9VT70;A8JNQ0;A8JNQ1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7Z0I8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7Z0L2,#VALUE!,#VALUE!,#VALUE!,-1.075337592
Q9VC99;B7Z0P8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q8IMR0;Q8IMR1;B7Z0Q8,-1.740239415,#VALUE!,#VALUE!,#VALUE!
B7Z0R2;Q9VAS8,-1.444655006,#VALUE!,#VALUE!,#VALUE!
B7Z0T3;Q9VNA2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VNF7;B7Z0T5;Q9VNF6,#VALUE!,#VALUE!,-3.020691654,#VALUE!
B7Z0V2;Q9VHX5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VI13;B7Z0W0,-1.438972088,-1.933628327,#VALUE!,#VALUE!
B7Z0W3;Q9VI21;E1JJ71,#VALUE!,#VALUE!,#VALUE!,0.074505436
B7Z0W9;B7Z0X0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9W4E2-2;Q9W4E2;Q0KHV9;B7Z0X3;Q9W4E2-3;B7Z0W8,-1.16689132,-0.465619605,-1.492403229,-2.149440579
B7Z103;B7Z100,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7Z120;Q8IRT7;Q1RL19;Q9W4Q4;Q8IRT8;B7Z126,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9Y115;B7Z155,#VALUE!,#VALUE!,-0.566784136,#VALUE!
Q0E9A2;C0PTW4;Q95T77;Q7JR72,#VALUE!,#VALUE!,#VALUE!,#VALUE!
C0PV74;Q9VYS0,-1.809498917,-1.449020556,-2.813702296,-1.829408307
C4NAP6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
C9QP48;Q9VYY9-2;E1JJH7;Q9VYY9,#VALUE!,#VALUE!,-0.287835662,#VALUE!
D1YSF9;Q8IMC2;Q59DQ4;Q0KIF4;Q9V4E5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q00168;D1YSG7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
D1YSG8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q6NN85;D3PFH9;Q6NN85-2;E1JIW2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P25159-2;E1JGK6;P25159,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q7KRI2;E1JGK7;Q9VD04;Q9VD05,-0.276817178,#VALUE!,-0.410389897,-0.808538417
E1JGK8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JGL6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JGR3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P20354;E1JGV3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JGY5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V345;E1JH01,-1.125069294,-0.859561612,#VALUE!,#VALUE!
Q9NKV0-3;Q9NKV0-2;E1JH79;Q9NKV0-4;Q9NKV0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V447;E1JHA1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q0E8L0;E1JHB4;Q8IPG4;Q9VLS3,-0.481928209,-0.288328897,#VALUE!,#VALUE!
Q9VLA1-2;Q9VLA1;E1JHC8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJP8;Q9V435;E1JHI6;Q2PDT6;Q7K540;Q2PDT5;Q8IP47;Q2PDT8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P98149;E1JHK1;E1JHK2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JHN0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JHN2;Q9VIF3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V9Q9;Q9V9Q7;E1JHP3;Q0E8N3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JHP9;Q9VPI6;E1JHQ0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9W0T1-4;E1JHV7;Q9W0T1-3;Q9W0T1-2;Q9W0T1;E1JHV6,0.027578727,#VALUE!,#VALUE!,#VALUE!
Q7K0L4;E1JHX5,-2.904440096,-1.427168525,#VALUE!,-2.487216879
Q8I0I5;Q9VTS4;E1JHY7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VUV3;E1JI08;Q9VUV2;Q2PDZ0;Q2PDY9,-1.359712254,#VALUE!,#VALUE!,#VALUE!
Q9VS29-6;E1JI62;Q9VS29-4;E1JI61;Q9VS29-7;Q9VS29-5;Q9VS29,#VALUE!,-0.571686061,#VALUE!,-1.091694334
E1JI63-2;E1JI63,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JI64;Q9GQF1-2;E1JI66;Q9GQF1,-1.425617491,-1.291909904,#VALUE!,-2.091725082
E1JI76,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q8IQC1-2;Q8IQC1-3;E1JI85;Q8IQC1;E1JI84,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JIC9;O96881,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JIE2;E1JIE3;E1JIE1;E1JIE0;E1JID9;E1JI52;Q86BH1;E1JI50;Q8MT89;E1JI49;E1JI51,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JIE5;Q9VS49,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JIJ4;Q4LBB9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JIJ9;P20193,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JIL5;Q9VFB2-2;Q9VFB2,#VALUE!,-1.042189383,-1.415614693,-0.827819746
Q9VEZ3;E1JIM4,-1.731733302,2.672017935,0.122738972,-1.87614843
Q01603;E1JIN0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q7KSE8;Q8IN94;E1JIN6,-1.844250767,-2.002599191,#VALUE!,#VALUE!
Q9VD98;E1JIS1;Q59DV6;Q0KI33;E1JIS2,0.829443681,#VALUE!,-1.95466887,1.353718496
Q8IMY7;E1JIU5;Q9VCL9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q7KS07;Q9VC27;E1JIV8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBP9-2;E1JIX5;Q9VBP9;E1JIX6,-1.926755589,-1.629277725,-1.9970599,-2.022976578
E1JJ21,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q0KHY3-2;E1JJ26;Q0KHY3;E2QD49;E1JJ27,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JJ55,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O97067;E1JJ73,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JJB8;Q9W4Y9;Q29R48,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JJD6;Q9W4M7;E1JJD4;E1JJD7,#VALUE!,#VALUE!,0.705048971,0.182438056
Q9W4K1;E1JJE0,#VALUE!,-2.702655956,#VALUE!,#VALUE!
P07183;E1JJF7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P13709-2;E1JJJ8;P13709,-1.671531148,-2.01449957,4.831826584,0.955089574
Q8IR99;E1JJM0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VWI9;E1JJR2;Q8T5F4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VR81;E1JJR9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VRA4;E1JJS1,#VALUE!,#VALUE!,-1.97109143,#VALUE!
Q961C9;E2QCK0,#VALUE!,#VALUE!,#VALUE!,0.268434394
Q960V3-4;Q960V3-2;E2QCQ3;Q960V3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VQ76;E2QCS8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q0KIC3;E2QCZ8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q7JZB4;E2QCZ9,-1.140030452,-1.510580377,#VALUE!,#VALUE!
Q7K4H4;E2QD64,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E2QD66;Q0KHQ2;Q8IQ38,-0.407325304,#VALUE!,#VALUE!,#VALUE!
Q7K4N3;E2QD75,-2.060638,-1.600817966,-2.100855312,-2.579404418
O01382,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O16129,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O17452,#VALUE!,0.012783185,#VALUE!,#VALUE!
O18388,-2.235144329,-2.015082595,-2.137774776,-2.91767891
O18399,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O18405,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O18645,-1.30211945,#VALUE!,#VALUE!,#VALUE!
O44342,-1.052835087,-2.066910859,-2.229788327,-1.479753777
O44434,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O46034;Q9VSK2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O46040,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O46079,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O46084,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O46094,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O46100,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O46106,-1.83069068,-2.084976336,-1.939814235,-1.854439921
O46199,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O46202,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O61362;O61360;Q8MRK4;O61361,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O61444,-1.047129717,#VALUE!,-1.685895173,-1.028763641
O61491,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O61492,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O61604;Q8IQZ8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O62602,-1.416731255,-1.862758808,#VALUE!,#VALUE!
O76324,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O76521,-2.132767724,-1.605815153,#VALUE!,-1.978008669
O76857,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O76863,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O76874,-0.478687893,-1.112349961,-1.738072085,-1.53662865
Q8IH14;O76876,-0.346903285,-0.77707182,-0.687613635,#VALUE!
O76878,0.736474994,-0.339728506,#VALUE!,-0.55021151
O76879,-3.824944291,-2.54035855,-3.914412183,-3.597627081
O76895,#VALUE!,#VALUE!,1.827046671,#VALUE!
O76899,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O76932,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O77263,#VALUE!,-0.541765003,#VALUE!,#VALUE!
O77434,#VALUE!,-0.180413558,0.122738972,#VALUE!
O96539-2;O96539;O96539-4;O96539-5,-2.202903992,-2.509388797,#VALUE!,-0.818808377
O96824,-0.491206283,-0.567403984,#VALUE!,-0.047353325
O97069,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O97111,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O97183,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O97454,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P00528,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P02840,-5.103878533,-5.457736006,#VALUE!,-4.047159529
P02841,-3.798004883,#VALUE!,-3.936574372,-3.780571857
P04755,#VALUE!,#VALUE!,-0.130239119,-0.136775147
P04950,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P05552-2;P05552,#VALUE!,-0.680289588,#VALUE!,#VALUE!
P05661-12,-3.719338192,-3.649077362,-3.10755457,-3.207161302
P05661-17;P05661-22,-3.157141817,-4.659996118,-4.634831564,-4.803614539
